kind,library,codegen,api,test_case,repetition,iterations,bytes,elapsed_ns,ns_per_encode,encodes_per_second,checksum
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,2,1000000,1193,7182176306.000,7182.176,139233.563,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,3,1000000,1193,7209934531.000,7209.935,138697.515,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,4,1000000,1193,7309458970.000,7309.459,136809.031,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,5,1000000,1193,7297828928.000,7297.829,137027.054,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,6,1000000,1193,7237817001.000,7237.817,138163.206,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,7,1000000,1193,7247296760.000,7247.297,137982.483,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,8,1000000,1193,7202815237.000,7202.815,138834.604,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,9,1000000,1193,7241230895.000,7241.231,138098.068,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,10,1000000,1193,7283962687.000,7283.963,137287.908,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,1,1000000,49,61708899.000,61.709,16205118.163,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,2,1000000,49,53733638.000,53.734,18610316.316,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,3,1000000,49,53084671.000,53.085,18837829.851,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,4,1000000,49,53606635.000,53.607,18654407.239,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,5,1000000,49,60095033.000,60.095,16640310.356,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,6,1000000,49,54176237.000,54.176,18458277.196,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,7,1000000,49,52921730.000,52.922,18895829.747,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,8,1000000,49,52855569.000,52.856,18919482.259,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,9,1000000,49,53943025.000,53.943,18538077.907,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,10,1000000,49,53361434.000,53.361,18740126.062,49000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_int64,1,1000000,49,49065458.000,49.065,20380936.829,49000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_int64,2,1000000,49,50076223.000,50.076,19969557.209,49000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_int64,3,1000000,49,50456921.000,50.457,19818886.689,49000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_int64,4,1000000,49,49183323.000,49.183,20332095.088,49000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_int64,5,1000000,49,48789261.000,48.789,20496313.728,49000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_int64,6,1000000,49,48751698.000,48.752,20512106.060,49000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_int64,7,1000000,49,49057425.000,49.057,20384274.144,49000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_int64,8,1000000,49,48806724.000,48.807,20488980.166,49000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_int64,9,1000000,49,49419877.000,49.420,20234773.146,49000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_int64,10,1000000,49,50423917.000,50.424,19831858.759,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_decimal_strings,1,1000000,213,144781538.000,144.782,6906957.985,213000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_decimal_strings,2,1000000,213,145437496.000,145.437,6875805.948,213000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_decimal_strings,3,1000000,213,146784911.000,146.785,6812689.351,213000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_decimal_strings,4,1000000,213,145253385.000,145.253,6884521.142,213000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_decimal_strings,5,1000000,213,146709450.000,146.709,6816193.504,213000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_decimal_strings,6,1000000,213,145055049.000,145.055,6893934.454,213000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_decimal_strings,7,1000000,213,148434913.000,148.435,6736959.518,213000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_decimal_strings,8,1000000,213,168598992.000,168.599,5931233.563,213000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_decimal_strings,9,1000000,213,146532349.000,146.532,6824431.648,213000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_decimal_strings,10,1000000,213,148715185.000,148.715,6724262.892,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,1,1000000,213,143489995.000,143.490,6969127.011,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,2,1000000,213,140199878.000,140.200,7132673.824,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,3,1000000,213,139342680.000,139.343,7176552.080,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,4,1000000,213,144436472.000,144.436,6923459.055,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,5,1000000,213,142021478.000,142.021,7041188.517,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,6,1000000,213,141301144.000,141.301,7077083.537,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,7,1000000,213,140507230.000,140.507,7117071.485,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,8,1000000,213,140817654.000,140.818,7101382.331,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,9,1000000,213,143410193.000,143.410,6973005.050,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,10,1000000,213,141204112.000,141.204,7081946.735,213000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,1,1000000,1193,770369611.000,770.370,1298078.203,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,2,1000000,1193,783260608.000,783.261,1276714.276,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,3,1000000,1193,769160088.000,769.160,1300119.462,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,4,1000000,1193,764384456.000,764.384,1308242.197,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,5,1000000,1193,765553468.000,765.553,1306244.491,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,6,1000000,1193,771318261.000,771.318,1296481.687,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,7,1000000,1193,765765713.000,765.766,1305882.443,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,8,1000000,1193,774922950.000,774.923,1290450.876,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,9,1000000,1193,768630038.000,768.630,1301016.029,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,10,1000000,1193,790629675.000,790.630,1264814.655,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,1,1000000,1193,779622602.000,779.623,1282671.895,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,2,1000000,1193,763614893.000,763.615,1309560.630,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,3,1000000,1193,771889899.000,771.890,1295521.552,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,4,1000000,1193,779917473.000,779.917,1282186.942,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,5,1000000,1193,758205249.000,758.205,1318904.085,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,6,1000000,1193,758242692.000,758.243,1318838.956,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,7,1000000,1193,765807062.000,765.807,1305811.933,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,8,1000000,1193,761903868.000,761.904,1312501.540,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,9,1000000,1193,760497242.000,760.497,1314929.161,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,10,1000000,1193,765838533.000,765.839,1305758.273,1193000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,1,1000000,49,87342525.000,87.343,11449176.675,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,2,1000000,49,85131012.000,85.131,11746600.639,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,3,1000000,49,85564798.000,85.565,11687049.153,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,4,1000000,49,87919420.000,87.919,11374051.376,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,5,1000000,49,85850872.000,85.851,11648105.333,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,6,1000000,49,84970643.000,84.971,11768770.539,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,7,1000000,49,86252058.000,86.252,11593926.257,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,8,1000000,49,85715010.000,85.715,11666568.084,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,9,1000000,49,86690333.000,86.690,11535311.555,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,10,1000000,49,85581630.000,85.582,11684750.571,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,1,1000000,213,118982593.000,118.983,8404590.745,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,2,1000000,213,119745112.000,119.745,8351071.566,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,3,1000000,213,121635537.000,121.636,8221281.582,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,4,1000000,213,121450642.000,121.451,8233797.562,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,5,1000000,213,121939690.000,121.940,8200775.318,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,6,1000000,213,120440647.000,120.441,8302844.803,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,7,1000000,213,121866160.000,121.866,8205723.394,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,8,1000000,213,121926580.000,121.927,8201657.096,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,9,1000000,213,121564002.000,121.564,8226119.440,213000000
