kind,library,codegen,api,test_case,repetition,iterations,bytes,elapsed_ns,ns_per_encode,encodes_per_second,checksum
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,2,1000000,1193,7327396425.000,7327.396,136474.123,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,3,1000000,1193,7270510296.000,7270.510,137541.927,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,4,1000000,1193,7325983214.000,7325.983,136500.449,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,5,1000000,1193,7309152106.000,7309.152,136814.775,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,6,1000000,1193,7245558585.000,7245.559,138015.584,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,7,1000000,1193,7270441810.000,7270.442,137543.223,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,8,1000000,1193,7372168546.000,7372.169,135645.298,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,9,1000000,1193,7279146363.000,7279.146,137378.746,1193000000
protobuf,google_protobuf,code_size,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,10,1000000,1193,7286916093.000,7286.916,137232.265,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,1,1000000,49,57062494.000,57.062,17524645.873,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,2,1000000,49,55426765.000,55.427,18041825.100,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,3,1000000,49,54655977.000,54.656,18296260.627,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,4,1000000,49,55683215.000,55.683,17958733.166,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,5,1000000,49,54491577.000,54.492,18351460.080,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,6,1000000,49,55563460.000,55.563,17997439.324,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,7,1000000,49,55591396.000,55.591,17988395.183,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,8,1000000,49,56356260.000,56.356,17744257.692,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,9,1000000,49,56411512.000,56.412,17726878.159,49000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_int64,10,1000000,49,55762406.000,55.762,17933229.065,49000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_int64,1,1000000,49,51522382.000,51.522,19409040.521,49000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_int64,2,1000000,49,49876533.000,49.877,20049509.055,49000000
